USER_ID,TYPE,AMOUNT,CURRENCY,MERCHANT_COUNTRY,KYC,BIRTH_YEAR,COUNTRY,IS_FRAUD
demo-user-0143,ATM,17589,GBP,ESP,PASSED,1989,LT,False
demo-user-0791,ATM,18964,EUR,NLD,PASSED,1994,FR,False
demo-user-0590,P2P,28279,EUR,,PENDING,1980,PL,False
demo-user-0571,TOPUP,117512,PLN,,PASSED,1979,LT,False
demo-user-0125,CARD_PAYMENT,26668,PLN,DEU,PASSED,1984,ES,False
demo-user-0364,P2P,8735,USD,,PASSED,1966,GB,False
demo-user-0384,CARD_PAYMENT,60478,EUR,ESP,PASSED,1980,PL,False
demo-user-0062,CARD_PAYMENT,75524,GBP,POL,PASSED,1972,GB,False
demo-user-0167,CARD_PAYMENT,77467,GBP,USA,PASSED,1958,PL,False
demo-user-0179,CARD_PAYMENT,27163,EUR,FRA,PASSED,1983,DE,False
demo-user-0368,CARD_PAYMENT,32996,EUR,GBR,PASSED,1994,FR,False
demo-user-0098,TOPUP,163981,EUR,,PENDING,1971,GB,False
demo-user-0514,CARD_PAYMENT,35126,GBP,LTU,PASSED,1959,GB,False
demo-user-0701,CARD_PAYMENT,195,PLN,FRA,PASSED,1998,GB,False
demo-user-0763,BANK_TRANSFER,130518,EUR,,PASSED,1981,RO,False
demo-user-0003,CARD_PAYMENT,65942,GBP,USA,PENDING,1967,IE,False
demo-user-0769,ATM,20943,PLN,GBR,NONE,1958,ES,False
demo-user-0186,P2P,32511,PLN,,PASSED,1988,IE,False
demo-user-0527,CARD_PAYMENT,3386,USD,LTU,PASSED,1964,ES,False
demo-user-0637,TOPUP,88313,GBP,,FAILED,1959,ES,False
demo-user-0133,CARD_PAYMENT,12477,GBP,GBR,PASSED,1974,IE,False
demo-user-0317,CARD_PAYMENT,67299,EUR,DEU,FAILED,1985,ES,False
demo-user-0367,P2P,26242,GBP,,PASSED,1997,RO,False
demo-user-0003,CARD_PAYMENT,59721,GBP,DEU,PENDING,1967,IE,False
demo-user-0784,CARD_PAYMENT,31198,EUR,USA,PASSED,1986,PL,False
demo-user-0593,CARD_PAYMENT,57724,PLN,FRA,PENDING,1984,GB,False
demo-user-0627,CARD_PAYMENT,52715,USD,ESP,PASSED,1961,IE,False
demo-user-0245,CARD_PAYMENT,71110,USD,GBR,PASSED,1990,GB,False
demo-user-0733,CARD_PAYMENT,47011,GBP,IRL,PASSED,1974,GB,False
demo-user-0089,CARD_PAYMENT,82697,GBP,LTU,NONE,1976,DE,False
demo-user-0138,CARD_PAYMENT,22581,GBP,NLD,NONE,1967,LT,False
demo-user-0396,CARD_PAYMENT,3709,GBP,DEU,PASSED,1990,RO,False
demo-user-0341,CARD_PAYMENT,47865,EUR,GBR,PASSED,1978,GB,False
demo-user-0454,CARD_PAYMENT,8967,EUR,USA,PASSED,1994,ES,False
demo-user-0789,CARD_PAYMENT,25544,GBP,USA,FAILED,1990,GB,False
demo-user-0182,CARD_PAYMENT,65652,EUR,GBR,PASSED,1980,DE,False
demo-user-0368,CARD_PAYMENT,49345,GBP,POL,PASSED,1994,FR,False
demo-user-0405,CARD_PAYMENT,53817,USD,FRA,PASSED,1985,DE,False
demo-user-0166,ATM,21116,EUR,POL,PASSED,1964,GB,False
demo-user-0702,CARD_PAYMENT,39633,GBP,GBR,NONE,1975,DE,False
demo-user-0318,BANK_TRANSFER,52278,GBP,,PENDING,1951,LT,False
demo-user-0185,CARD_PAYMENT,48782,GBP,POL,PASSED,1997,DE,False
demo-user-0685,ATM,13251,GBP,GBR,PASSED,1986,GB,False
demo-user-0255,CARD_PAYMENT,25834,EUR,GBR,PASSED,1969,FR,False
demo-user-0001,TOPUP,11211,GBP,,PASSED,1987,GB,False
demo-user-0602,TOPUP,122826,USD,,PASSED,1996,GB,False
demo-user-0611,CARD_PAYMENT,82455,GBP,LTU,PASSED,1971,IE,False
demo-user-0359,ATM,8644,GBP,NLD,FAILED,1951,FR,False
demo-user-0054,CARD_PAYMENT,41806,GBP,GBR,PASSED,1972,GB,False
demo-user-0730,CARD_PAYMENT,54094,GBP,IRL,PENDING,1992,GB,False
demo-user-0717,CARD_PAYMENT,17644,USD,GBR,PASSED,1976,PT,False
demo-user-0397,CARD_PAYMENT,40947,USD,DEU,PASSED,1975,ES,False
demo-user-0781,CARD_PAYMENT,23061,USD,DEU,NONE,1951,PL,False
demo-user-0161,CARD_PAYMENT,4753,EUR,LTU,PASSED,1950,RO,False
demo-user-0503,TOPUP,169326,GBP,,PASSED,1990,RO,False
demo-user-0133,CARD_PAYMENT,72406,EUR,LTU,PASSED,1974,IE,False
demo-user-0728,ATM,7424,EUR,FRA,NONE,1995,IE,False
demo-user-0488,TOPUP,114101,USD,,PASSED,1985,ES,False
demo-user-0485,CARD_PAYMENT,89795,USD,NLD,FAILED,1966,GB,False
demo-user-0252,CARD_PAYMENT,43552,EUR,DEU,FAILED,1957,GB,False
demo-user-0627,P2P,18894,GBP,,PASSED,1961,IE,False
demo-user-0467,CARD_PAYMENT,5159,PLN,POL,PASSED,1972,PT,False
demo-user-0150,CARD_PAYMENT,55584,PLN,LTU,PASSED,1998,GB,False
demo-user-0134,TOPUP,95044,EUR,,PASSED,1958,GB,False
demo-user-0561,TOPUP,63242,USD,,PASSED,1963,LT,False
demo-user-0140,CARD_PAYMENT,76252,GBP,POL,FAILED,1994,LT,False
demo-user-0790,BANK_TRANSFER,99018,EUR,,FAILED,1973,GB,False
demo-user-0260,CARD_PAYMENT,62028,GBP,FRA,PASSED,1997,FR,False
demo-user-0309,CARD_PAYMENT,68446,EUR,GBR,NONE,1975,DE,False
demo-user-0573,TOPUP,185938,GBP,,PASSED,1951,ES,False
demo-user-0304,TOPUP,48268,GBP,,FAILED,1972,PT,False
demo-user-0223,BANK_TRANSFER,70624,EUR,,NONE,1968,GB,False
demo-user-0175,ATM,4318,GBP,POL,PASSED,1967,PT,False
demo-user-0271,CARD_PAYMENT,6399,EUR,DEU,PASSED,1983,PT,False
demo-user-0435,TOPUP,125024,GBP,,PASSED,1985,RO,False
demo-user-0344,TOPUP,10602,PLN,,PASSED,1972,GB,False
demo-user-0027,TOPUP,124445,EUR,,NONE,1985,GB,False
demo-user-0784,CARD_PAYMENT,67264,GBP,GBR,PASSED,1986,PL,False
demo-user-0078,TOPUP,130069,EUR,,FAILED,1990,RO,False
demo-user-0550,CARD_PAYMENT,10268,GBP,LTU,PASSED,1972,RO,False
demo-user-0253,CARD_PAYMENT,48353,EUR,NLD,PASSED,1994,PT,False
demo-user-0012,TOPUP,142893,PLN,,PASSED,1956,GB,False
demo-user-0404,CARD_PAYMENT,8739,GBP,ESP,PASSED,1983,DE,False
demo-user-0708,P2P,10717,GBP,,PASSED,1983,PT,False
demo-user-0122,CARD_PAYMENT,53396,GBP,POL,PASSED,1970,PL,False
demo-user-0533,TOPUP,93903,EUR,,PENDING,1952,FR,False
demo-user-0398,CARD_PAYMENT,57626,EUR,ITA,PASSED,1962,GB,False
demo-user-0432,CARD_PAYMENT,58343,GBP,LTU,PENDING,1997,FR,False
demo-user-0623,BANK_TRANSFER,82259,PLN,,PASSED,1983,RO,False
demo-user-0015,P2P,38418,GBP,,PASSED,1974,PL,False
demo-user-0511,CARD_PAYMENT,62816,EUR,GBR,NONE,1992,IE,False
demo-user-0509,CARD_PAYMENT,36466,USD,NLD,PASSED,1995,IE,False
demo-user-0288,P2P,36272,EUR,,PASSED,1996,ES,False
demo-user-0762,TOPUP,93115,GBP,,PASSED,1952,GB,False
demo-user-0176,CARD_PAYMENT,64481,USD,POL,PENDING,1973,GB,False
demo-user-0730,CARD_PAYMENT,62054,PLN,IRL,PENDING,1992,GB,False
demo-user-0484,CARD_PAYMENT,48520,PLN,NLD,PASSED,1975,LT,False
demo-user-0347,CARD_PAYMENT,65749,GBP,IRL,PASSED,1970,GB,False
demo-user-0035,TOPUP,122807,GBP,,PASSED,1958,PL,False
demo-user-0533,CARD_PAYMENT,1877,GBP,ESP,PENDING,1952,FR,False
demo-user-0661,CARD_PAYMENT,35866,EUR,GBR,PASSED,1979,RO,False
demo-user-0147,CARD_PAYMENT,32477,EUR,ESP,PENDING,1968,LT,False
demo-user-0163,TOPUP,79569,PLN,,PASSED,1955,GB,False
demo-user-0383,CARD_PAYMENT,37927,EUR,LTU,PASSED,1974,GB,False
demo-user-0621,P2P,18867,EUR,,PASSED,1997,FR,False
demo-user-0564,TOPUP,82800,EUR,,PASSED,1985,LT,False
demo-user-0068,CARD_PAYMENT,51094,GBP,GBR,PASSED,1955,GB,False
demo-user-0395,CARD_PAYMENT,53294,GBP,ITA,PENDING,1968,PL,False
demo-user-0497,CARD_PAYMENT,36578,GBP,POL,PASSED,1957,PL,False
demo-user-0774,TOPUP,131789,GBP,,NONE,1992,ES,False
demo-user-0047,TOPUP,51573,GBP,,PASSED,1973,RO,False
demo-user-0396,CARD_PAYMENT,12372,EUR,ESP,PASSED,1990,RO,False
demo-user-0066,TOPUP,20503,GBP,,PASSED,1964,PT,False
demo-user-0109,CARD_PAYMENT,81207,EUR,GBR,NONE,1981,ES,False
demo-user-0143,CARD_PAYMENT,81528,PLN,GBR,PASSED,1989,LT,False
demo-user-0093,CARD_PAYMENT,64905,EUR,ITA,FAILED,1986,GB,False
demo-user-0404,CARD_PAYMENT,51927,EUR,FRA,PASSED,1983,DE,False
demo-user-0346,P2P,17454,GBP,,PASSED,1995,GB,False
demo-user-0450,CARD_PAYMENT,42859,EUR,POL,FAILED,1966,DE,False
demo-user-0311,BANK_TRANSFER,96653,GBP,,PASSED,1987,GB,False
demo-user-0220,CARD_PAYMENT,16294,GBP,ITA,PASSED,1986,DE,False
demo-user-0138,CARD_PAYMENT,83792,EUR,DEU,NONE,1967,LT,False
demo-user-0651,BANK_TRANSFER,151068,GBP,,FAILED,1998,PT,False
demo-user-0338,ATM,14617,GBP,GBR,PASSED,1963,PT,False
demo-user-0000,CARD_PAYMENT,57518,EUR,ITA,PASSED,1995,IE,False
demo-user-0578,CARD_PAYMENT,50253,PLN,POL,PASSED,1964,PL,False
demo-user-0640,CARD_PAYMENT,25483,PLN,NLD,PASSED,1952,PL,False
demo-user-0090,CARD_PAYMENT,41090,GBP,GBR,PASSED,1950,PT,False
demo-user-0009,CARD_PAYMENT,30505,PLN,POL,NONE,1971,GB,False
demo-user-0239,CARD_PAYMENT,36219,PLN,IRL,PASSED,1993,GB,False
demo-user-0794,CARD_PAYMENT,13223,GBP,DEU,FAILED,1988,FR,False
demo-user-0525,P2P,35003,PLN,,PASSED,1998,LT,False
demo-user-0320,P2P,35235,EUR,,PASSED,1964,GB,False
demo-user-0480,CARD_PAYMENT,73564,PLN,DEU,NONE,1964,ES,False
demo-user-0025,CARD_PAYMENT,5112,GBP,DEU,PENDING,1988,FR,False
demo-user-0638,ATM,13873,PLN,IRL,PASSED,1972,LT,False
demo-user-0053,CARD_PAYMENT,17356,GBP,FRA,PASSED,1999,GB,False
demo-user-0452,P2P,29361,GBP,,PASSED,1966,PT,False
demo-user-0487,ATM,21744,GBP,GBR,PENDING,1970,ES,False
demo-user-0144,CARD_PAYMENT,85282,GBP,NLD,NONE,1991,GB,False
demo-user-0370,P2P,4110,PLN,,PASSED,1957,PL,False
demo-user-0709,CARD_PAYMENT,87758,EUR,ITA,FAILED,1988,PT,False
demo-user-0298,CARD_PAYMENT,67727,GBP,POL,FAILED,1963,ES,False
demo-user-0527,TOPUP,73852,EUR,,PASSED,1964,ES,False
demo-user-0127,CARD_PAYMENT,13668,PLN,GBR,PASSED,1953,FR,False
demo-user-0554,TOPUP,195402,EUR,,PASSED,1966,GB,False
demo-user-0525,CARD_PAYMENT,58849,EUR,GBR,PASSED,1998,LT,False
demo-user-0695,CARD_PAYMENT,88931,GBP,IRL,NONE,1967,ES,False
demo-user-0307,ATM,19171,GBP,USA,PASSED,1982,GB,False
demo-user-0328,ATM,20223,USD,POL,PASSED,1964,GB,False
demo-user-0084,TOPUP,22005,EUR,,PASSED,1989,DE,False
demo-user-0025,CARD_PAYMENT,42833,EUR,ESP,PENDING,1988,FR,False
demo-user-0540,CARD_PAYMENT,24138,EUR,GBR,PASSED,1985,PT,False
demo-user-0009,CARD_PAYMENT,59942,GBP,POL,NONE,1971,GB,False
demo-user-0750,TOPUP,192127,PLN,,PASSED,1952,FR,False
demo-user-0011,P2P,15579,PLN,,PASSED,1967,GB,False
demo-user-0251,ATM,17691,GBP,ESP,PENDING,1984,GB,False
demo-user-0355,TOPUP,144350,EUR,,PASSED,1953,GB,False
demo-user-0637,CARD_PAYMENT,11792,EUR,USA,FAILED,1959,ES,False
demo-user-0590,P2P,33754,GBP,,PENDING,1980,PL,False
demo-user-0037,TOPUP,184365,PLN,,PASSED,1978,GB,False
demo-user-0571,TOPUP,138960,GBP,,PASSED,1979,LT,False
demo-user-0739,CARD_PAYMENT,59693,GBP,ITA,FAILED,1960,ES,False
demo-user-0158,CARD_PAYMENT,3079,USD,NLD,FAILED,1964,IE,False
demo-user-0441,CARD_PAYMENT,71920,USD,USA,NONE,1979,GB,False
demo-user-0497,TOPUP,93175,EUR,,PASSED,1957,PL,False
demo-user-0166,TOPUP,102192,EUR,,PASSED,1964,GB,False
demo-user-0250,CARD_PAYMENT,65349,GBP,NLD,PASSED,1959,FR,False
demo-user-0027,CARD_PAYMENT,28663,GBP,USA,NONE,1985,GB,False
demo-user-0184,TOPUP,87166,GBP,,PASSED,1990,FR,False
demo-user-0185,CARD_PAYMENT,25924,EUR,LTU,PASSED,1997,DE,False
demo-user-0478,CARD_PAYMENT,6519,GBP,IRL,PASSED,1966,GB,False
demo-user-0640,CARD_PAYMENT,78855,USD,IRL,PASSED,1952,PL,False
demo-user-0257,CARD_PAYMENT,41740,EUR,USA,PASSED,1977,PL,False
demo-user-0458,CARD_PAYMENT,15412,PLN,LTU,PASSED,1984,GB,False
demo-user-0178,CARD_PAYMENT,75271,GBP,LTU,PASSED,1956,GB,False
demo-user-0711,CARD_PAYMENT,40778,GBP,IRL,FAILED,1990,GB,False
demo-user-0661,ATM,15348,EUR,NLD,PASSED,1979,RO,False
demo-user-0136,TOPUP,178962,GBP,,NONE,1996,PT,False
demo-user-0536,CARD_PAYMENT,36370,EUR,ESP,PASSED,1956,FR,False
demo-user-0499,CARD_PAYMENT,59684,GBP,DEU,PASSED,1989,DE,False
demo-user-0358,CARD_PAYMENT,19200,GBP,POL,PENDING,1987,GB,False
demo-user-0143,CARD_PAYMENT,16113,PLN,FRA,PASSED,1989,LT,False
demo-user-0283,CARD_PAYMENT,19446,GBP,LTU,PASSED,1992,RO,False
demo-user-0054,CARD_PAYMENT,53213,EUR,FRA,PASSED,1972,GB,False
demo-user-0571,TOPUP,8116,GBP,,PASSED,1979,LT,False
demo-user-0602,CARD_PAYMENT,84138,USD,USA,PASSED,1996,GB,False
demo-user-0618,CARD_PAYMENT,13721,GBP,GBR,PENDING,1953,GB,False
demo-user-0486,CARD_PAYMENT,59804,USD,GBR,PASSED,1973,GB,False
demo-user-0166,CARD_PAYMENT,18280,EUR,FRA,PASSED,1964,GB,False
demo-user-0636,CARD_PAYMENT,49629,GBP,ITA,PASSED,1974,IE,False
demo-user-0511,CARD_PAYMENT,38169,GBP,ITA,NONE,1992,IE,False
demo-user-0039,CARD_PAYMENT,70791,EUR,POL,PASSED,1985,ES,False
demo-user-0471,BANK_TRANSFER,82307,GBP,,PENDING,1986,PL,False
demo-user-0474,TOPUP,14475,GBP,,NONE,1968,PL,False
demo-user-0452,CARD_PAYMENT,49376,USD,ESP,PASSED,1966,PT,False
demo-user-0343,P2P,36015,GBP,,PENDING,1955,RO,False
demo-user-0267,CARD_PAYMENT,75452,EUR,NLD,PASSED,1977,GB,False
demo-user-0338,CARD_PAYMENT,12434,GBP,IRL,PASSED,1963,PT,False
demo-user-0546,TOPUP,56768,GBP,,PASSED,1979,GB,False
demo-user-0007,CARD_PAYMENT,12860,EUR,NLD,NONE,1992,PT,False
demo-user-0781,CARD_PAYMENT,47934,EUR,GBR,NONE,1951,PL,False
demo-user-0761,TOPUP,117530,GBP,,FAILED,1997,GB,False
demo-user-0722,CARD_PAYMENT,19279,EUR,POL,PASSED,1973,IE,False
demo-user-0657,CARD_PAYMENT,45516,EUR,DEU,PASSED,1975,IE,False
demo-user-0031,CARD_PAYMENT,75051,GBP,ITA,PASSED,1996,GB,False
demo-user-0077,CARD_PAYMENT,32518,USD,POL,PASSED,1992,GB,False
demo-user-0274,TOPUP,155787,GBP,,PASSED,1968,LT,False
demo-user-0210,CARD_PAYMENT,11874,GBP,LTU,NONE,1956,FR,False
demo-user-0782,CARD_PAYMENT,41828,GBP,NLD,PASSED,1969,RO,False
demo-user-0485,CARD_PAYMENT,47023,EUR,POL,FAILED,1966,GB,False
demo-user-0693,CARD_PAYMENT,3475,PLN,LTU,PASSED,1983,LT,False
demo-user-0125,CARD_PAYMENT,12513,EUR,ESP,PASSED,1984,ES,False
demo-user-0701,P2P,13671,USD,,PASSED,1998,GB,False
demo-user-0518,TOPUP,194693,EUR,,PASSED,1953,IE,False
demo-user-0260,P2P,17397,USD,,PASSED,1997,FR,False
demo-user-0480,CARD_PAYMENT,88267,USD,NLD,NONE,1964,ES,False
demo-user-0215,CARD_PAYMENT,18188,EUR,FRA,PASSED,1962,PT,False
demo-user-0214,CARD_PAYMENT,26772,EUR,ESP,PASSED,1958,GB,False
demo-user-0258,CARD_PAYMENT,31858,GBP,GBR,PASSED,1957,PL,False
demo-user-0099,CARD_PAYMENT,33167,EUR,ITA,PASSED,1968,GB,False
demo-user-0281,CARD_PAYMENT,76579,USD,USA,PASSED,1996,DE,False
demo-user-0099,TOPUP,41670,GBP,,PASSED,1968,GB,False
demo-user-0275,CARD_PAYMENT,15371,EUR,USA,PASSED,1972,PT,False
demo-user-0721,CARD_PAYMENT,61833,EUR,IRL,FAILED,1998,GB,False
demo-user-0118,CARD_PAYMENT,66290,USD,ESP,PASSED,1971,PT,False
demo-user-0777,CARD_PAYMENT,45105,GBP,LTU,PASSED,1968,ES,False
demo-user-0433,TOPUP,160748,EUR,,NONE,1974,ES,False
demo-user-0567,BANK_TRANSFER,12849,PLN,,PASSED,1956,RO,False
demo-user-0113,CARD_PAYMENT,79945,EUR,POL,NONE,1988,ES,False
demo-user-0628,CARD_PAYMENT,80277,GBP,NLD,PASSED,1992,GB,False
demo-user-0797,ATM,9415,GBP,ESP,PASSED,1980,FR,False
demo-user-0125,CARD_PAYMENT,10749,PLN,USA,PASSED,1984,ES,False
demo-user-0488,CARD_PAYMENT,4260,EUR,USA,PASSED,1985,ES,False
demo-user-0326,CARD_PAYMENT,86976,USD,ITA,PASSED,1997,FR,False
demo-user-0555,CARD_PAYMENT,74755,GBP,FRA,NONE,1978,GB,False
demo-user-0344,TOPUP,43275,USD,,PASSED,1972,GB,False
demo-user-0760,CARD_PAYMENT,76734,PLN,IRL,PASSED,1990,PT,False
demo-user-0687,TOPUP,144982,GBP,,FAILED,1989,ES,False
demo-user-0500,CARD_PAYMENT,50530,GBP,IRL,PENDING,1958,GB,False
demo-user-0433,CARD_PAYMENT,19935,EUR,GBR,NONE,1974,ES,False
demo-user-0219,CARD_PAYMENT,3002,PLN,IRL,PASSED,1951,PL,False
demo-user-0257,P2P,26340,GBP,,PASSED,1977,PL,False
demo-user-0725,P2P,24836,GBP,,PASSED,1996,DE,False
demo-user-0382,P2P,10780,GBP,,PENDING,1967,RO,False
demo-user-0023,ATM,14934,EUR,ITA,FAILED,1978,GB,False
demo-user-0002,TOPUP,18583,PLN,,PASSED,1989,RO,False
demo-user-0308,CARD_PAYMENT,56001,USD,DEU,PASSED,1954,PL,False
demo-user-0795,TOPUP,169239,EUR,,PASSED,1973,GB,False
demo-user-0320,CARD_PAYMENT,81372,GBP,POL,PASSED,1964,GB,False
demo-user-0169,CARD_PAYMENT,81280,GBP,POL,PASSED,1950,GB,False
demo-user-0299,CARD_PAYMENT,89796,GBP,ITA,PASSED,1970,RO,False
demo-user-0608,CARD_PAYMENT,87406,EUR,GBR,FAILED,1997,GB,False
demo-user-0568,BANK_TRANSFER,52099,GBP,,PASSED,1999,PT,False
demo-user-0413,CARD_PAYMENT,66817,USD,DEU,NONE,1951,PT,False
demo-user-0420,CARD_PAYMENT,1936,PLN,POL,PASSED,1965,ES,False
demo-user-0759,CARD_PAYMENT,64844,GBP,NLD,PASSED,1990,ES,False
demo-user-0222,CARD_PAYMENT,67587,EUR,LTU,PASSED,1974,PL,False
demo-user-0050,CARD_PAYMENT,34916,EUR,ITA,PASSED,1964,FR,False
demo-user-0544,ATM,16999,GBP,GBR,PASSED,1975,ES,False
demo-user-0090,CARD_PAYMENT,28337,EUR,GBR,PASSED,1950,PT,False
demo-user-0779,CARD_PAYMENT,28403,EUR,NLD,PASSED,1977,DE,False
demo-user-0418,TOPUP,185311,PLN,,FAILED,1983,FR,False
demo-user-0372,TOPUP,66053,GBP,,PASSED,1981,GB,False
demo-user-0134,CARD_PAYMENT,52344,USD,FRA,PASSED,1958,GB,False
demo-user-0418,TOPUP,43149,GBP,,FAILED,1983,FR,False
demo-user-0291,CARD_PAYMENT,86325,EUR,DEU,PASSED,1988,GB,False
demo-user-0171,CARD_PAYMENT,65360,GBP,DEU,PASSED,1998,RO,False
demo-user-0215,TOPUP,51344,USD,,PASSED,1962,PT,False
demo-user-0005,ATM,19291,PLN,ITA,PASSED,1984,GB,False
demo-user-0630,CARD_PAYMENT,65859,USD,NLD,PASSED,1956,ES,False
demo-user-0002,CARD_PAYMENT,67760,PLN,FRA,PASSED,1989,RO,False
demo-user-0155,CARD_PAYMENT,42462,PLN,USA,PASSED,1969,LT,False
demo-user-0128,ATM,3205,GBP,FRA,NONE,1983,IE,False
demo-user-0162,BANK_TRANSFER,16686,GBP,,PASSED,1986,DE,False
demo-user-0273,CARD_PAYMENT,48805,USD,GBR,FAILED,1962,RO,False
demo-user-0155,TOPUP,66926,USD,,PASSED,1969,LT,False
demo-user-0339,TOPUP,174422,GBP,,PASSED,1972,IE,False
demo-user-0613,CARD_PAYMENT,51630,EUR,IRL,FAILED,1969,DE,False
demo-user-0421,CARD_PAYMENT,5511,EUR,ESP,PASSED,1955,LT,False
demo-user-0077,CARD_PAYMENT,77394,GBP,NLD,PASSED,1992,GB,False
demo-user-0570,CARD_PAYMENT,9603,GBP,GBR,PASSED,1956,IE,False
demo-user-0323,CARD_PAYMENT,51785,PLN,NLD,PASSED,1970,GB,False
demo-user-0478,CARD_PAYMENT,6628,EUR,USA,PASSED,1966,GB,False
demo-user-0690,TOPUP,107719,USD,,PASSED,1961,GB,False
demo-user-0629,CARD_PAYMENT,26997,PLN,DEU,PASSED,1995,LT,False
demo-user-0009,TOPUP,185316,USD,,NONE,1971,GB,False
demo-user-0598,CARD_PAYMENT,40323,GBP,ITA,PASSED,1955,PT,False
demo-user-0790,CARD_PAYMENT,28380,EUR,LTU,FAILED,1973,GB,False
demo-user-0056,CARD_PAYMENT,21187,GBP,POL,PASSED,1978,PL,False
demo-user-0396,CARD_PAYMENT,30848,GBP,FRA,PASSED,1990,RO,False
demo-user-0683,P2P,28142,USD,,PASSED,1955,GB,False
demo-user-0491,CARD_PAYMENT,66668,GBP,IRL,NONE,1974,ES,False
demo-user-0556,TOPUP,154103,GBP,,PASSED,1963,GB,False
demo-user-0513,CARD_PAYMENT,29206,GBP,POL,FAILED,1990,RO,False
demo-user-0298,TOPUP,31611,GBP,,FAILED,1963,ES,False
demo-user-0363,CARD_PAYMENT,11066,EUR,NLD,NONE,1957,GB,False
demo-user-0308,CARD_PAYMENT,88083,PLN,ITA,PASSED,1954,PL,False
demo-user-0486,CARD_PAYMENT,19994,USD,ESP,PASSED,1973,GB,False
demo-user-0541,CARD_PAYMENT,75053,USD,USA,PASSED,1968,GB,False
demo-user-0646,TOPUP,11784,GBP,,FAILED,1969,GB,False
demo-user-0200,CARD_PAYMENT,76258,GBP,DEU,PASSED,1972,DE,False
demo-user-0263,CARD_PAYMENT,20522,GBP,IRL,PASSED,1968,GB,False
demo-user-0384,CARD_PAYMENT,59938,EUR,LTU,PASSED,1980,PL,False
demo-user-0553,CARD_PAYMENT,13922,EUR,LTU,PASSED,1970,LT,False
demo-user-0315,TOPUP,161095,USD,,PASSED,1983,GB,False
demo-user-0127,P2P,37930,USD,,PASSED,1953,FR,False
demo-user-0188,CARD_PAYMENT,80885,GBP,USA,PASSED,1978,GB,False
demo-user-0734,CARD_PAYMENT,80020,USD,ITA,PASSED,1958,IE,False
demo-user-0638,CARD_PAYMENT,70361,GBP,ESP,PASSED,1972,LT,False
demo-user-0074,P2P,39163,GBP,,FAILED,1977,GB,False
demo-user-0017,CARD_PAYMENT,33649,EUR,USA,PASSED,1950,DE,False
demo-user-0301,CARD_PAYMENT,6953,EUR,POL,PASSED,1960,PT,False
demo-user-0626,CARD_PAYMENT,3268,EUR,NLD,PASSED,1999,FR,False
demo-user-0486,P2P,40145,GBP,,PASSED,1973,GB,False
demo-user-0557,CARD_PAYMENT,80733,EUR,IRL,PASSED,1981,GB,False
demo-user-0443,TOPUP,54229,EUR,,FAILED,1954,GB,False
demo-user-0766,TOPUP,184357,GBP,,PASSED,1960,PT,False
demo-user-0765,CARD_PAYMENT,9930,GBP,POL,PASSED,1961,LT,False
demo-user-0382,P2P,2986,EUR,,PENDING,1967,RO,False
demo-user-0659,TOPUP,23361,EUR,,PASSED,1962,PT,False
demo-user-0506,P2P,13413,GBP,,PASSED,1952,GB,False
demo-user-0736,CARD_PAYMENT,52805,GBP,IRL,PASSED,1992,PL,False
demo-user-0772,ATM,15382,USD,ESP,PASSED,1973,GB,False
demo-user-0134,CARD_PAYMENT,29298,GBP,GBR,PASSED,1958,GB,False
demo-user-0751,TOPUP,121762,EUR,,PASSED,1967,FR,False
demo-user-0714,CARD_PAYMENT,30799,GBP,POL,PASSED,1993,PT,False
demo-user-0777,CARD_PAYMENT,54157,EUR,NLD,PASSED,1968,ES,False
demo-user-0127,CARD_PAYMENT,38150,GBP,ESP,PASSED,1953,FR,False
demo-user-0570,CARD_PAYMENT,76253,GBP,FRA,PASSED,1956,IE,False
demo-user-0181,P2P,20737,GBP,,FAILED,1973,FR,False
demo-user-0056,TOPUP,49981,USD,,PASSED,1978,PL,False
demo-user-0693,CARD_PAYMENT,60894,GBP,ITA,PASSED,1983,LT,False
demo-user-0773,CARD_PAYMENT,47355,GBP,GBR,PASSED,1996,FR,False
demo-user-0714,CARD_PAYMENT,26466,EUR,LTU,PASSED,1993,PT,False
demo-user-0511,TOPUP,72000,EUR,,NONE,1992,IE,False
demo-user-0137,P2P,12810,EUR,,FAILED,1962,RO,False
demo-user-0520,CARD_PAYMENT,43799,GBP,DEU,FAILED,1984,GB,False
demo-user-0284,CARD_PAYMENT,76654,EUR,GBR,PASSED,1976,GB,False
demo-user-0578,TOPUP,129135,PLN,,PASSED,1964,PL,False
demo-user-0539,TOPUP,120190,EUR,,PENDING,1985,FR,False
demo-user-0202,CARD_PAYMENT,68271,EUR,GBR,FAILED,1966,IE,False
demo-user-0692,P2P,6855,GBP,,PASSED,1975,RO,False
demo-user-0382,CARD_PAYMENT,18144,EUR,NLD,PENDING,1967,RO,False
demo-user-0690,P2P,38122,GBP,,PASSED,1961,GB,False
demo-user-0784,P2P,27347,EUR,,PASSED,1986,PL,False
demo-user-0155,CARD_PAYMENT,22320,USD,LTU,PASSED,1969,LT,False
demo-user-0277,CARD_PAYMENT,61660,EUR,IRL,PASSED,1956,PT,False
demo-user-0244,CARD_PAYMENT,2202,GBP,USA,PASSED,1954,LT,False
demo-user-0770,CARD_PAYMENT,63141,EUR,DEU,FAILED,1966,LT,False
demo-user-0022,CARD_PAYMENT,85917,PLN,IRL,PASSED,1974,LT,False
